iso3,country.x,nri_rank,nri_score,p1_technology,p2_people,p3_governance,p4_impact,p1.1_access,p1.2_content,p1.3_future_tech,p2.1_ind,p2.2_biz,p2.3_gov,p3.1_trust,p3.2_regulation,p3.3_inclusion,p4.1_economy,p4.2_qlife,p4.3_SDG,country.y,mobile_tariffs,handset_prices,internet_access,4g mobile_network_coverage,fixed_broadband_subscriptions,international_internet_bandwidth,internet_access_in_schools,github_commits,wikipedia_edits,internet_domain_registrations,mobile_apps_development,adoption_of_emerging_technologies,investment_in_emerging_technologies,ict_pct_patent_applications,computer_software_spending,robot_density,internet_users,active_mobile_broadband_subscriptions,use_of_virtual_social_networks,tertiary_enrollment,adult_literacy_rate,ict_skills,firms_with_website,ease_of_doing_business,professionals,technicians_and_associate_professionals,business_use_of_digital_tools,r&d_expenditure_by_businesses,government_online_services,publication_and_use_of_open_data,government_promotion_of_investment_in_emerging_technologies,r&d_expenditure_by_governments_and_higher_education,secure_internet_servers,cybersecurity,online_access_to_financial_account,internet_shopping,regulatory_quality,ict_regulatory_environment,legal_framework's_adaptability_to_emerging_technologies,e_commerce_legislation,privacy_protection_by_law_content,e_participation,socioeconomic_gap_in_use_of_digital_payments,availability_of_local_online_content,gender_gap_in_internet_use,rural_gap_in_use_of_digital_payments,medium_and_high_tech_industry,high_tech_exports,pct_patent_applications,labor_productivity_per_employee,prevalence_of_gig_economy,happiness,freedom_to_make_life_choices,income_inequality,healthy_life_expectancy_at_birth,sdg_3:_good_health_and_well_being,sdg_4:_quality_education,sdg_5:_gender_equality,sdg_7:_affordable_and_clean_energy,sdg_11:_sustainable_cities_and_communities
SRB,Serbia,52,52.9564864705758,44.8949614685678,51.5269290742337,59.9917003920105,55.4123549474912,74.0814663080273,41.6326318210394,18.9707862766367,55.9529242334401,50.7922199182596,47.8356430710014,46.1225094930998,66.9139943590032,66.9385973239285,32.7215158239573,68.3454514213047,65.1700975972116,Serbia,66.85524163,44.89722398,72.83191038,96.7,92.91415049,70.29027136,NA,16.72836402,71.04062749,NA,73.77064943,40.35645608,31.3408783,NA,3.194957462,0.990853269,72.89249349,25.62902527,41.2371134,48.85507439,98.54133511,48.56250374,80.80278308,80.34400816,33.09082207,48.62559449,52.68961787,9.200493828,78.78631774,22.77,38.78354194,51.00271261,71.78448257,68.79739978,18.74271007,25.16544555,51.57756873,94.40518939,38.24954484,75,75.33766883,81.47879291,73.24178194,66.44770589,51.52331298,62.00139291,33.50455888,NA,NA,27.67160344,36.98838515,69.74654063,64.1946149,69.07216495,70.3684852,60.6557377,46.25825179,77.40056997,63.29479769,78.24113084
KWT,Kuwait,53,52.2740311488954,44.3404684327073,53.8247759083023,53.6985516422941,57.2323286122779,79.8260344765203,28.6182459241477,24.577124897454,72.9881575022237,46.5470853883769,41.9390848343064,43.1474861149596,55.6143021865955,62.3338666253271,31.2702175788836,72.509299497957,67.917468759993,Kuwait,70.35461118,69.56902672,100,100,67.66773228,71.36483667,NA,1.535543441,39.19823749,NA,69.08154074,42.94905497,42.56928022,5.047536249,32.27727406,0.042478985,99.94550423,51.57010545,100,39.43200513,94.95526816,52.02606205,NA,65.75181533,24.86788934,31.81537248,63.75326441,NA,83.63898619,NA,38.67567468,3.502593633,48.5437706,64.13867822,34.02051529,25.88698035,50.62883669,60.23398587,38.64440623,100,28.56428214,90.12755367,78.29154681,68.48289852,67.24002728,7.527306857,37.25439836,7.810647223,0.380234065,54.97697704,55.92883121,67.0869687,83.68743627,NA,66.75349352,78.68852459,NA,85.12356546,72.10982659,35.7479584
CRI,Costa Rica,54,52.1528186290421,44.6413552802673,49.5936642610112,57.1334739586945,57.2427810161955,63.6924903681047,35.9772713201518,34.2543041525454,65.6965830383067,46.3376907998612,36.7467189448655,33.2404294291272,74.8751248843404,63.284867562616,28.0086787907999,74.7805482536334,68.9391160041533,Costa Rica,74.54371825,52.48625407,73.00665329,89.9,23.7056165,72.96099047,59.2442,10.05222613,57.36178411,NA,69.46324691,57.76289372,48.38153546,6.777121945,24.09566548,NA,73.64110402,37.88704279,73.19587629,40.05345758,97.28240548,72.11961208,51.66269895,68.99544671,25.53152646,55.11035133,73.39968083,3.326440525,67.27797239,19.87,34.43558164,25.40332175,57.27839227,23.07692308,29.47193406,23.13446831,61.97227586,85.71759527,43.34408246,100,83.34167084,64.20201182,70.90740794,60.19361778,68.60521981,52.51608046,26.40297932,34.99585226,1.08232107,29.51089881,48.05134248,84.61261785,93.80269544,38.65979381,82.04708591,80.32786885,29.00188792,77.65836624,90.10115607,67.60630094
ARM,Armenia,55,51.9057143514951,50.1935579329422,54.0865144420731,52.3563780399876,50.9864069909775,67.5633827902214,55.9007947327093,27.1164962758959,57.4722870217541,57.5644475556925,47.2228087487726,32.6019756050015,63.0310607211018,61.4360977938596,19.8147628501001,65.1163890756459,68.0280690471865,Armenia,55.8097939,41.7362395,64.60354649,90.05,47.97523658,72.76886306,100,8.347065869,90.41509478,NA,68.94022355,47.71516084,46.25947838,5.837736339,8.653609542,NA,64.00947646,29.22321632,50.51546392,39.58397301,99.69318644,61.80840599,76.73942474,78.29292968,35.78829729,34.11532645,62.88625962,NA,69.09128374,NA,56.96680605,15.61033646,49.24744478,52.76273023,17.52179972,10.87592769,57.34386352,86.29676821,43.81332119,75,52.70135068,74.07445816,46.08565709,59.29333903,59.09811884,68.62891585,5.457814306,18.69616246,1.059447657,27.01456914,46.84582068,46.56982486,73.55963399,73.71134021,66.62475725,67.21311475,NA,75.95863177,72.76011561,56.18041405
KAZ,Kazakhstan,56,51.3804163648336,39.6351862127389,51.326539838389,58.5477595980652,56.0121798101414,72.5969621418299,26.8240777385257,19.4845187578612,61.6582713519111,47.0169166916772,45.3044314715788,49.8724257787744,55.5509820073437,70.2198710080776,28.8098118278494,74.9231280264683,64.3035995761065,Kazakhstan,96.5725809,55.88235482,87.55413717,75.3,51.82508425,68.44761571,NA,4.045016403,42.505376,NA,58.47379207,38.60385971,37.03588912,1.076615803,1.221710389,NA,78.60760831,29.91538313,50.51546392,44.87145958,99.75185031,66.28786287,47.48324465,87.25328955,41.07642435,51.5843689,53.36480368,1.339369014,92.11827735,26.1,59.94895598,3.050492552,61.96901537,83.423618630000007,35.30208194,18.79498718,54.51124602,49.80887293,42.88380908,75,NA,87.65944208,68.22853392,59.91083145,62.14388229,73.15666529,17.90163092,53.48485425,0.383618204,34.62556661,37.65338915,70.35322365,81.15907942,91.49484536,56.68536368,78.68852459,36.81868013,84.90258783,51.80635838,69.30184695
TUR,Turkey,57,51.2410275143297,42.4415385534128,51.4077494852316,62.353564405774,48.7612576129004,71.8123158015571,25.3588314873861,30.1534683712952,57.9820876435053,43.8003845838829,52.4407762283065,57.7193444827173,64.1671053258964,65.1742434087082,28.8926659441174,51.6217047893056,65.7694021052782,Turkey,69.78617152,35.85541799,83.74663376,93.17,76.42231883,71.89335271,NA,3.705810753,19.69700709,NA,70.77644735,49.37224464,27.62317077,21.73110444,43.20747244,8.833349559,70.50266168,28.54317337,63.91752577,NA,95.07638149,31.87069592,48.77518944,82.35643344,26.88075748,25.85223661,64.97425734,13.963433179999999,85.45229755,36.88,50.37660283,37.05420454,68.63295623,91.54929577,43.38931108,27.30581485,50.36794041,96.72188115,43.18042242,100,30.56528264,88.89349787,68.2523664,69.95105427,38.99161774,59.78268075,40.05393605,4.413984612,3.73265513,54.26436292,41.99839101,42.82731623,43.57206503,54.3814433,65.7059946,75.40983607,48.2202713,59.68514137,89.08959538,56.44216641
MNE,Montenegro,58,50.9533728769711,49.3719013139362,45.812454563231,58.1340566004298,50.4950790302876,66.4725218957881,44.3013381634836,37.3418438825369,59.2781688450711,45.5003404938377,32.6588543507843,38.5318543969062,67.7179214778782,68.152393926505,24.028709067899,60.4748319451455,66.9816960778182,Montenegro,34.47896831,35.83443075,72.10163518,98,75.32714159,83.09295555,NA,9.118246847,58.96162554,NA,64.82414211,44.68147029,33.64734537,NA,33.69671598,NA,70.99186845,28.29813394,61.8556701,40.69643771,98.5486359,55.27826697,36.5702251,77.09866083,44.11015883,56.19655029,57.67225382,1.354194091,52.73026994,14.54,41.5386591,21.82648836,52.17598609,68.36403034,16.36201495,17.22538621,59.398269,96.14270821,40.3307087,75,NA,53.08513948,73.54246573,65.62942341,67.4466598,81.05828122,18.74919738,6.004040884,NA,27.67160344,43.68999457,52.93089433,54.2855809,61.8556701,72.82718245,65.57377049,39.24661033,73.73562252,81.06936416,75.28311288
BRA,Brazil,59,50.5813242837421,38.9501744001978,52.4095425732436,60.5122352421482,50.4533449193787,60.5029639352294,32.2524614200042,24.09509784536,52.4107920087206,46.7848274945309,58.0330082164794,40.7340530609941,69.7310441795426,71.0716084859078,24.0116761607901,60.1148450375979,67.233513559748,Brazil,68.61196524,32.70091815,60.64668692,83.05,52.04360922,64.42391802,62.04365,9.430218694,43.54558593,NA,70.16231872,55.65123661,38.95555464,7.812331671,14.05060034,4.005765964,66.82042722,34.1988026,65.97938144,37.20739978,91.31263617,18.94610484,50.38118639,51.03058981,26.9283716,32.76524865,72.81874104,NA,86.66804039,58.86,28.57098426,NA,63.16626627,61.6468039,19.93386995,18.18927213,44.51385166,89.77180586,48.36155937,100,66.008004,90.12755367,58.00768446,67.45552074,64.50450063,75.26278293,45.11365096,24.54064436,0.987834979,18.39472556,31.02152495,73.86977285,77.39171141,23.45360825,65.74428764,83.60655738,21.95647894,83.71988131,81.50289017,65.38176
ARG,Argentina,60,50.3561923523851,38.6593609653479,51.8692484221842,58.6186414830077,52.2775185390005,60.865646332835,33.923465863034,21.1889707001748,65.3151907955298,42.1561256537633,48.1364288172596,37.1528252642047,70.1354258455581,68.5676733392603,22.0899107799529,67.7837260190516,66.958918817997,Argentina,60.8594821,44.12287602,75.87802088,85,53.44575629,66.77130904,39.98208,8.219200721,55.08526505,NA,67.73582423,51.9683005,34.65555069,1.669277435,12.47710004,5.174624839,73.85566236,31.16657791,76.28865979,65.64700249,98.75039272,46.1828495,69.42537972,50.81554711,23.92942256,40.50584084,64.81296651,3.447597187,84.24685761,37.51,34.98435568,35.80450197,63.93592432,43.22860238,22.93018628,18.51658808,46.06009193,86.87594116,42.47846482,100,75.26263132,85.18096028,62.32442752,64.12831073,62.7783724,68.42629577,33.05509182,9.709115065,0.313357509,30.37286963,36.99911987,66.6828102,75.1576844,55.67010309,73.62430638,78.68852459,20.41107342,81.29482213,78.97398844,75.42618551
MUS,Mauritius,61,49.8278236382051,42.8111355175001,45.1842408063992,57.6815150994395,53.6344031294815,65.6118386215072,33.5892190940601,29.232348836933,54.1466620400609,40.6686850730961,40.7373753060406,45.2204769374602,64.5790157836848,63.2450525771734,21.0611161765915,72.5781572015772,67.263936010276,Mauritius,60.96304588,47.58808774,69.64847781,99,80.81692195,74.22230697,27.04403,12.82994708,47.1617701,NA,65.48886225,38.18250541,34.96303984,NA,14.55150126,NA,57.67007913,24.92275127,68.04123711,29.2919014,88.86344556,56.09055776,30.64933151,90.63028773,23.20188878,47.67615666,51.56561237,0.288833394,69.09128374,26.3,39.15008918,28.4081283,49.8315053,94.47453954,18.11422169,18.46164121,74.03713741,80.88729295,30.78955802,75,62.18109055,62.96795603,73.97344829,54.01562106,53.84769192,71.42054559,12.22550405,4.062112132,NA,32.10405698,35.85279155,69.74177867,88.08368431,67.5257732,64.96139264,57.37704918,35.63615381,76.46502134,92.12427746,74.71717826
VNM,Viet Nam,62,49.6824302799686,42.5065790403915,41.6305835303497,51.014518249653,63.5780402994802,69.138682898432,28.4247526961195,29.956301526623,52.9002915551103,35.4085380812751,36.5829209546636,47.3100825439202,54.2579232384828,51.4755489665559,50.5048237848085,73.4290294310623,66.8002676825698,Viet Nam,69.29657784,38.83516785,46.91409161,93.89,96.44400521,69.45225488,NA,3.495367877,40.45462341,NA,67.10253853,50.09469587,38.5663428,NA,26.80778773,4.356379708,69.78804112,27.60800888,67.01030928,20.41637756,93.59542793,38.98358457,45.39351751,69.92885512,15.27919633,11.2402744,60.78317082,9.826214314,64.23861529,16.79,54.36127059,10.94179793,62.73592439,74.21451788,28.28722114,24.00266677,42.9153684,63.70902351,45.9558696,100,18.70935468,69.13823499,33.44397906,61.04812168,NA,42.27186014,48.17002697,76.10117816,NA,8.275207699,69.47288232,54.53162071,98.15732601,70.36082474,70.66634626,77.04918033,64.05532578,86.28769301,66.61849711,39.99064219
MEX,Mexico,63,49.6719791885752,37.9180067755904,48.885445937642,54.9195389233528,56.9649251177158,61.7030725501821,25.6862289759175,26.3647188006717,53.8167141286524,38.0835725478039,54.7560511364697,34.304436493472,76.6497505673257,53.8044297092607,33.3609351505396,70.0204722162297,67.5133679863781,Mexico,56.51313113,60.2342378,52.73576974,70.91,86.6164562,66.03561298,38.8763,2.991942898,37.03540263,NA,58.98301443,55.15681804,39.73527294,5.749875665,19.13963814,12.04198921,65.06909899,26.82277068,69.07216495,29.0215497,94.08411749,38.83058296,37.09340556,74.50995793,22.33743357,29.89677165,60.87605944,3.787807141,81.81537193,73.45,36.90212486,26.85670775,44.72500908,67.28060672,16.27653667,8.935593513,54.73889402,91.50932468,50.43224999,100,86.56828414,81.47879291,44.00356199,60.29868151,59.21129668,24.02981547,53.10132272,39.20623329,0.641271935,29.01305968,44.84278813,73.49225516,89.82059837,45.36082474,71.4082106,78.68852459,31.4318857,70.95180787,85.47687861,71.01774315
UKR,Ukraine,64,49.4317495542968,41.5079574066736,48.8686177010337,58.1883558736905,49.1620672357893,54.1159641347044,39.9030125426614,30.504895542655,56.2213179518672,48.5310041645687,41.8535309866653,50.6640874749767,61.4812520156746,62.41972813042,26.1655175280209,62.857771850884,58.4629123284631,Ukraine,70.14176957,21.71821107,60.15520629,3,95.72455771,70.2845243,57.78748,21.80022823,65.93748513,NA,66.34264665,52.9967391,40.55612705,11.24975218,46.97978253,0.742076863,57.97248494,17.55501482,42.26804124,60.27993053,100,59.25243618,63.15619827,70.71546982,44.50957463,48.08907007,57.67967959,7.036032605,67.27797239,35.96,47.93572896,16.2404226,71.5792643,70.7475623,32.52633437,27.80318893,46.56653904,81.66338469,50.28689163,100,28.88944472,80.24473712,71.47477128,54.31535392,52.09276275,53.97101559,38.6541672,10.24410301,0.95615246,20.29403505,60.67912993,39.47922655,57.87765109,95.10309278,58.97111697,65.57377049,48.07371133,83.72436897,23.69942197,71.24328888
BLR,Belarus,65,49.1593328779478,39.054019061038,48.9434976967944,54.4652713469554,54.1745434070036,70.0745092965866,42.0299658233568,5.0575820631706,63.2053902843408,51.5081482633947,32.1169545426477,53.8248918276284,38.6706691583537,70.9002530548839,21.6263646139118,67.6614079258629,73.235857681236,Belarus,74.29672146,46.77291527,72.37325021,75.7,57.85538052,76.51633761,87.00696,27.68292365,68.9678484,NA,66.84735534,NA,NA,11.33360506,3.282846762,0.556294364,78.8405836,33.47651651,40.20618557,63.78409602,99.71956973,NA,74.30140973,77.93402987,50.84595231,43.7819712,NA,10.67737821,69.69915516,10.95,NA,15.70170847,69.03896052,61.75514626,46.01619767,38.48926286,36.87608858,38.80458705,NA,75,4.002001001,74.07445816,86.14940465,NA,66.0562102,57.32093922,51.75292154,7.550531316,0.742187435,26.45981817,NA,61.49081474,47.96249235,97.42268041,63.7696442,78.68852459,55.11394215,88.85663117,63.43930636,80.08088414
AZE,Azerbaijan,66,48.7582220529021,41.7032605083465,50.0397840828937,49.4500805195879,53.8397631007802,49.6108365256405,30.1505486097568,45.3483963896423,56.003278095875,42.8525216278573,51.2635525249488,32.5308018043585,62.8519227436771,52.9675170107282,31.5975580631781,64.0249740962396,65.8967571429228,Azerbaijan,67.36591504,22.83985485,78.14042152,49,8.200007291,68.10189698,53.62776,1.168345904,61.17403586,NA,56.85869097,62.72321351,67.18223107,NA,6.139744589,NA,79.53147368,22.60897286,36.08247423,19.8003236,99.76421144,78.23221277,27.28254888,82.21109034,30.04869962,39.92460604,77.54134209,0.106842795,69.69915516,NA,69.31874269,14.77275972,47.16790575,69.8808234,6.92625154,6.148226522,43.02830399,68.92157998,64.45780701,75,NA,67.9041792,41.30243711,85.01045236,49.90315207,20.7173643,25.70951586,8.73884071,NA,18.3648214,73.57705428,48.75077154,81.47517473,NA,61.84897602,60.6557377,39.75873703,65.27975127,83.45375723,80.33580248
MKD,North Macedonia,67,48.2795372444245,40.0876204852528,46.0651290194264,57.7199417119088,49.24545776111,67.7339092556352,37.0060559548738,15.5228962452495,53.5447471922987,46.0820335148874,38.5686063510929,44.1021225018815,65.74642353373,63.3112791001149,20.684902632585,62.2135638164918,64.8379068342532,North Macedonia,57.18880362,39.32021444,69.07616703,99.53,78.0588299,63.22944054,NA,7.824104103,64.39207765,NA,68.39327987,32.55262248,17.44893048,0,12.09003202,NA,78.87962647,25.78866554,52.57731959,30.66467941,97.20026834,36.1579238,62.69181446,89.35651888,35.32720517,43.15295768,43.12802553,2.835679359,73.33608077,32.58,27.25236262,21.10598201,52.16481103,85.8071506,16.85138435,21.58514403,62.97582578,88.03428704,28.5098988,75,74.21210605,82.7128487,62.79887722,52.344995,59.18123202,59.51844256,29.24104276,8.000323367,0.807071619,25.01921291,40.35686251,45.64659243,59.47395008,74.22680412,69.50690863,72.13114754,26.04134176,67.44650288,81.50289017,77.06765182
GEO,Georgia,68,47.9473656678145,41.7255044359064,48.9293938882102,57.0383227665683,44.0962415805732,76.3520967878905,35.1766662376384,13.6477502821902,54.9131919327906,51.3381711051388,40.5368186267011,44.1724357677091,72.1451409104576,54.7973916215382,9.75884013317245,61.9488698683963,60.5810147401508,Georgia,74.77908463,38.68989425,69.43970234,99.72,77.48961162,74.34638467,100,1.481273639,69.06813753,NA,66.74393629,NA,29.90496831,2.511839682,8.526442854,NA,63.20914859,16.7860897,68.04123711,46.46651106,99.21443729,35.76172786,48.41201228,94.63858021,29.87699276,32.42509917,NA,NA,57.57263548,37.44,NA,26.5978204,63.26870018,91.98266522,15.90168575,5.536691914,76.14135724,94.40518939,NA,50,68.03401701,62.96795603,54.30533277,51.77759807,57.80563286,47.13043837,14.45999743,4.867506677,0.594771519,19.1130849,NA,43.21581085,74.05056157,68.55670103,61.97240603,62.29508197,27.22031556,78.23407137,68.93063584,66.22496897
JOR,Jordan,69,47.5046035353627,37.2297080314721,53.6714197440219,53.1266795689498,45.9906067970069,52.9938758503851,28.2660459778331,30.4292022661981,58.5538604143954,71.4549251422057,31.0054736754646,28.7705101523096,65.6321327549299,64.9773957996099,25.5108826713937,59.2138650398796,53.2470726797473,Jordan,36.63028726,36.1505252,82.83321777,90,44.82874798,67.77128274,12.74307,1.519483079,45.80694991,NA,63.28743732,49.03405243,49.20460894,0,23.4781477,NA,66.11833902,33.99888916,55.67010309,24.73984688,97.75022276,73.04576157,78.48086403,68.52883095,NA,NA,67.35508045,NA,33.93777045,12.58,46.49865058,NA,37.39093518,59.3716143,9.243733853,9.075757279,53.25091364,85.13842233,49.13919505,75,NA,30.86176501,54.62460652,74.42321167,NA,100,33.4403493,5.471483427,0.274802448,28.12407553,60.24370265,34.58001754,59.65150563,75.51546392,67.10847307,78.68852459,28.03729298,40.95179843,76.73410405,41.82364335
JAM,Jamaica,70,47.3560364061774,38.4818313510476,40.0583659369489,57.1115641572786,53.7723841794346,64.0124769957343,23.134537578497,28.2984794789115,43.6219775185852,40.7037692605382,35.8493510317234,41.4645241987569,64.9239439552882,64.9462243177906,17.4924221014689,71.3484696281047,72.47626080873,Jamaica,59.04176746,42.46192068,52.76302796,73,68.63279439,67.88083848,84.30699,2.85771073,35.20489409,NA,52.95798097,42.99945639,38.07132342,0,32.12313811,NA,54.03668772,19.19399093,43.29896907,19.37471189,84.71037614,41.11712936,31.22981128,69.77677203,21.06862847,23.57463782,57.86899671,NA,36.96682464,36.95,33.63122845,NA,39.70044601,43.22860238,NA,NA,57.54624991,78.18834704,23.96117887,100,NA,34.56393239,57.25845399,60.37796537,92.90362698,79.62714286,23.77038654,3.994614037,0.091871747,12.66914822,46.93608996,62.83361649,82.5668997,NA,68.64489269,60.6557377,NA,80.6580287,73.48265896,75.10861787
MDA,Moldova,71,47.0887005525849,37.678389806927,46.9043678241877,53.126527022851,50.6455175563739,71.3916246233664,28.3675476954268,13.2759971019879,54.1606985351563,41.9262154091375,44.6261895282693,46.8064515618629,53.1419834895182,59.4311460171719,17.5475608950977,71.0433094026889,63.3456823713349,Moldova,58.53662692,34.49638992,50.39998613,97,95.63096279,73.1159766,90.56143,8.85680322,39.88051134,NA,60.71628199,37.39618085,19.51457279,2.279048269,7.088823182,0.101360413,75.74201497,27.95933346,34.02061856,28.72126694,99.2088104,59.31214689,44.81303774,78.1105432,41.55083855,29.69645166,56.25409216,1.132329147,74.54152071,43.68,42.65319886,17.63003855,67.18885906,70.85590466,25.64686496,23.53417756,50.33395608,89.77180586,38.99835261,75,11.6058029,75.30851395,49.26601854,62.69889677,45.86432377,64.01797706,20.70116861,4.79869752,0.361735147,17.67563828,44.20056491,61.13691007,69.48694198,96.13402062,57.41536494,67.21311475,35.86404234,87.74932449,45.73699422,80.16493606
COL,Colombia,72,46.8135098382917,36.43680260987,45.7829591381946,54.7630849265534,50.2711926785488,59.7395759332098,28.893125814835,20.6777060815652,53.9890081882511,40.5912729790513,42.7685962472813,35.3565965624721,66.6861731032638,62.2464851139242,20.2454221537602,62.3657936200939,68.2023622617923,Colombia,49.55129819,49.24102511,49.81541182,98,53.43743388,75.08325253,43.04861,4.404213384,43.35876106,NA,54.01866067,46.9878923,38.84986045,3.024159565,14.33633322,0.190284877,61.447408,19.65339145,69.07216495,40.14150527,93.71405615,39.90552331,67.69608118,70.44841779,4.490035575,37.55758652,60.64431697,2.711199834,75.75726355,51.65,38.11151301,5.555608433,53.1471472,60.34669556,17.151399,10.78114449,58.633015640000004,78.76751998,39.32697822,100,56.70335168,86.41501607,55.85727518,53.84692381,69.45299971,45.6602108,28.91999486,13.76799938,0.794377534,20.73409149,37.01064751,71.88717927,75.91316858,32.4742268,69.18859983,78.68852459,24.72153405,80.7476615,92.05202312,64.80206805
IDN,Indonesia,73,46.7089707483207,38.3842250831387,43.2586433166974,54.9910340921356,50.2019805013111,63.2356320952166,21.307592442774,30.6094507114254,52.0580596260506,30.8414608711099,46.8764094529316,42.5220710593267,62.0750428933563,60.3759883237238,29.6987186663514,62.1055778846707,58.8016449529111,Indonesia,63.58405124,42.05341206,66.13100347,92.7,48.03746928,66.90785652,NA,1.684311321,27.98095695,NA,54.47063022,59.4720416,62.7769625,0.06063627,29.17262787,1.564985316,38.2781013,33.84673386,58.7628866,26.13603062,94.44291218,60.8816932,12.7705548,69.59778207,13.77552783,12.62629583,75.86248013,0.416124572,67.27797239,38.35,60.62415569,21.25350973,59.27918925,83.20693391,14.96184972,12.64031136,49.84385837,71.23827175,55.07597579,100,34.21710855,74.07445816,41.33507588,70.21118121,46.95471403,69.30451234,44.71555156,15.19431445,0.009184764,15.37753413,73.19700843,52.15413947,83.44716579,61.8556701,50.96533618,47.54098361,20.11602843,64.21540788,86.19942197,75.93638288
PHL,Philippines,74,45.9519703562679,33.8324760007162,45.0791510134877,46.9091936233295,57.9870607875382,51.838494852369,22.0499650070327,27.6089681427469,58.8143492179899,33.0841877979363,43.3389160245368,32.8975829243641,62.5880123629598,45.2419855826648,46.2054837945596,65.0492295296317,62.7064690384234,Philippines,38.60145125,36.42853435,42.55660289,80,NA,61.60588577,NA,1.772060236,41.06563253,NA,44.63082315,51.82824238,61.09606942,1.389256567,22.55588323,1.175389125,59.17390328,26.2053238,67.01030928,25.52063214,97.69284651,77.2830803,49.80516371,57.65799473,12.87949435,17.18719179,59.43628586,1.538996342,72.12033794,54.7,39.39688805,7.13843811,37.62407983,68.79739978,13.54531659,11.62353549,52.42478763,64.8673694,31.6909263,100,63.95697849,74.07445816,17.76894905,67.51658588,NA,21.60794924,57.04379093,100,0.071302241,13.089009,60.8233168,70.26430222,90.87603082,47.93814433,51.11844075,54.09836066,10.31439629,86.61585306,88.80057803,73.70315715
DOM,Dominican Republic,75,45.774124696471,32.7836805633452,47.0577286206677,53.0833381285945,50.1717514732765,49.3671064198377,22.8032031197571,26.1807321504408,54.2383856620711,40.4050516285157,46.5297485714161,26.4910348383248,70.5607857916884,62.1981937557702,26.1617946329966,65.8169800318003,58.5364797550327,Dominican Republic,48.79080426,46.33472263,31.43392428,93.72,34.38728315,67.74038062,23.16263,2.936621492,33.24113042,NA,53.06135842,48.00410233,29.13737296,NA,1.400721163,NA,74.40146247,23.10839988,58.7628866,43.52060695,92.02206204,33.61489602,37.73118463,52.63261895,19.29703806,25.10443378,67.25998273,NA,75.75726355,32.21,31.62198217,NA,37.75344633,45.72047671,12.98271345,9.507502868,49.71497379,96.72188115,35.80628822,100,NA,76.54256974,49.7994887,59.97110447,67.64870258,57.02910328,NA,16.23877371,NA,24.7921489,37.45446128,65.08409923,85.40836533,49.74226804,63.03318753,75.40983607,0,86.51266184,93.35260116,37.40729971
ZAF,South Africa,76,45.2645754062985,40.2250377225889,41.1576235877925,60.8767974470434,38.7988428677692,61.7870267208087,27.2038638070406,31.6842226399175,40.694613141571,37.4805520375092,45.2977055842972,46.0818064131816,68.1097579432155,68.4388279847331,21.2717295066862,34.6610847637232,60.4637143328983,South Africa,64.43491002,55.15905346,61.72872104,90.32,41.29947124,57.78000457,NA,4.771073845,33.93053917,NA,63.11382768,64.28533571,51.82861792,11.29873695,23.64535026,7.36307236,55.16598322,29.2664377,36.08247423,15.865634,83.35408973,24.43305998,30.76542747,65.0693962,12.95177899,36.98818682,70.449655430000007,8.658867313,73.94395219,34.43,31.76989922,41.04697092,76.37685211,69.77248104,28.12626696,10.05162554,55.19990518,69.88300707,51.13371138,100,64.33216608,74.07445816,74.93541659,49.80819929,NA,74.9372379,31.03891101,10.08039655,1.29848808,28.34291858,35.59793332,46.02754099,61.78860033,0,30.82819774,67.21311475,NA,80.02479478,49.27745665,45.33949115
PAN,Panama,77,44.7395564741563,39.9865762135993,37.7502500285624,50.6468121432763,50.5745875111872,54.7459299425178,39.3357959985599,25.8780026997203,50.0106551213649,35.4152251427536,27.8248698215689,30.0795119335009,68.3911959477629,53.4697285485649,14.9312313316497,66.4555994898585,70.3369317120533,Panama,57.35703687,64.53659951,60.60747355,33,41.7512724,71.22319732,NA,7.484579174,46.76746392,NA,67.50102533,47.01998499,40.38891117,0.948782602,15.15433204,NA,56.91632741,26.9793304,55.67010309,34.59709326,94.1251925,31.77588407,35.98974534,64.25826281,25.6082518,30.78747233,55.83151548,0.016103101,61.2095611,17.9,28.98142821,3.208489982,60.2137588,39.11159263,13.17950624,7.81319007,60.25897844,86.87594116,40.51890906,100,54.30215108,56.78730685,41.27154167,56.08218638,75.7882828,37.41932504,7.653781944,17.41391513,1.072116825,NA,33.58511142,66.69056246,86.35182191,35.56701031,77.21300328,83.60655738,10.41923891,86.9249721,95.37572254,75.35816764
ALB,Albania,78,44.2052160351836,33.6345178339284,48.6152846572036,45.740677442642,48.8303842069605,50.1729951941963,34.157148601052,16.573409706537,54.4878619872524,41.8203207932707,49.5376711910878,34.4097979379373,63.5846508263134,39.2275835636753,14.5826915801763,65.8193938896251,66.0890671510802,Albania,52.3791912,37.42704975,29.99977213,85.5,28.64999265,70.48804062,46.76692,3.298430382,63.8936356,NA,63.69762948,19.18231608,21.88141609,NA,8.656496952,NA,71.33188326,23.90721186,48.45360825,39.87183114,97.63953914,45.72309828,58.39626421,66.35990002,29.44131129,19.83343196,35.07069649,NA,83.63898619,32.43,32.54402738,NA,53.00938525,67.49729144,8.618640755,8.513874305,57.61816738,83.40090351,20.73860045,75,81.16558279,83.94690449,22.79690341,26.13813636,NA,24.02839,8.257351997,0.093643271,NA,21.82145948,28.15831157,45.25012996,68.4146945,76.80412371,72.80862739,50.81967213,42.10453276,75.6905978,90.10115607,71.729377
