iso3,country.x,nri_rank,nri_score,p1_technology,p2_people,p3_governance,p4_impact,p1.1_access,p1.2_content,p1.3_future_tech,p2.1_ind,p2.2_biz,p2.3_gov,p3.1_trust,p3.2_regulation,p3.3_inclusion,p4.1_economy,p4.2_qlife,p4.3_SDG,country.y,mobile_tariffs,handset_prices,internet_access,4g mobile_network_coverage,fixed_broadband_subscriptions,international_internet_bandwidth,internet_access_in_schools,github_commits,wikipedia_edits,internet_domain_registrations,mobile_apps_development,adoption_of_emerging_technologies,investment_in_emerging_technologies,ict_pct_patent_applications,computer_software_spending,robot_density,internet_users,active_mobile_broadband_subscriptions,use_of_virtual_social_networks,tertiary_enrollment,adult_literacy_rate,ict_skills,firms_with_website,ease_of_doing_business,professionals,technicians_and_associate_professionals,business_use_of_digital_tools,r&d_expenditure_by_businesses,government_online_services,publication_and_use_of_open_data,government_promotion_of_investment_in_emerging_technologies,r&d_expenditure_by_governments_and_higher_education,secure_internet_servers,cybersecurity,online_access_to_financial_account,internet_shopping,regulatory_quality,ict_regulatory_environment,legal_framework's_adaptability_to_emerging_technologies,e_commerce_legislation,privacy_protection_by_law_content,e_participation,socioeconomic_gap_in_use_of_digital_payments,availability_of_local_online_content,gender_gap_in_internet_use,rural_gap_in_use_of_digital_payments,medium_and_high_tech_industry,high_tech_exports,pct_patent_applications,labor_productivity_per_employee,prevalence_of_gig_economy,happiness,freedom_to_make_life_choices,income_inequality,healthy_life_expectancy_at_birth,sdg_3:_good_health_and_well_being,sdg_4:_quality_education,sdg_5:_gender_equality,sdg_7:_affordable_and_clean_energy,sdg_11:_sustainable_cities_and_communities
ESP,Spain,25,67.3066056461401,62.9616002573198,62.8238509511827,77.7574427360671,65.6835286399909,83.9866093458685,54.0799048021431,50.8182866239476,67.5247414355441,58.6494469402999,62.2973644777043,70.0112977089305,81.1172652935569,82.143765205714,38.1228427581659,76.8663089647706,82.0614341970363,Spain,79.58422052,64.23396947,86.36282022,97.8,96.04347411,63.88178111,100,28.22633684,79.36441477,NA,83.70812947,68.80305722,43.01414319,31.41608043,61.13371766,49.72443462,86.03431257,38.40966502,61.8556701,64.83280256,98.01983704,55.99616133,77.0474273,84.38168415,44.81943643,48.53880378,80.2056751,16.90365489,88.48135174,73.36,38.29466306,49.05344311,78.05664129,96.20801733,36.30650908,69.47402313,72.23325037,86.87594116,62.08493884,100,84.3921961,83.94690449,97.21079658,85.4877398,66.71498986,77.3583953,50.8411455,13.63044305,9.976803631,62.3187951,53.84702651,73.99363104,68.51919912,72.93814433,92.01426137,90.16393443,58.69175554,78.85458295,87.57225434,95.02464373
MLT,Malta,26,66.7288654514178,61.5990593340745,60.9079458976834,73.3813676750898,71.0270888988233,80.6672118658136,62.8656425606748,41.264323575735,69.2896957937534,56.4406839213188,56.993457977978,59.0240091609298,86.2949943590228,74.8250995053169,45.5320166180122,86.6089245299671,80.9403255484907,Malta,61.50379474,58.23659208,84.34250879,100,99.72736703,80.19300856,NA,45.78639423,64.81341637,NA,87.62314489,61.50993233,53.67419728,50.44117305,29.11576745,11.58054777,81.18432687,43.30807894,91.75257732,39.35524787,92.95523726,67.1827065,85.67881309,63.51343247,45.9175215,63.48565542,71.43914545,8.609535592,80.609932,NA,73.43711495,16.93332699,74.15919027,51.02925244,51.17131354,59.7362804,80.85562534,97.30105409,67.023298,100,NA,82.7128487,83.08479284,66.42631869,66.92839354,74.97314375,41.44086298,55.7871912,10.33172621,57.58272917,62.51757354,79.41013294,93.31638421,87.11340206,86.59577891,88.52459016,55.06109462,73.4212327,99.56647399,88.12823627
SVN,Slovenia,27,66.5828455079934,60.3146110509829,62.5346193774345,75.8104102039579,67.6717413995984,83.6617837895801,57.1030230355735,40.1790263277951,64.8929182400882,65.0852977016374,57.6256421905779,67.6976197799283,83.5737937518102,76.1598170801351,33.4732125726266,88.9728150331934,80.5691965929752,Slovenia,78.51033758,58.51573524,86.64566042,99.5,87.57395098,74.88680231,100,33.12060682,81.99333695,NA,85.63071608,69.84564547,51.61263572,20.41009041,7.497844139,51.5289159,79.47990361,29.9554216,52.57731959,57.27343518,99.64674207,70.4246874,85.04717565,81.872552,56.4081689,55.05161418,76.56819409,35.56408139,84.84442613,NA,46.02802702,42.00447342,85.0459954,75.08125677,52.31659759,58.34662936,66.71676719,95.56353527,58.56515454,100,97.02351176,85.18096028,95.22925446,68.28028419,57.57224308,74.53634338,47.78476949,12.9086671,17.21360158,49.98780748,39.47121721,78.07917053,96.96185562,100,80.85023398,83.60655738,69.02057613,86.23759351,77.74566474,86.23559122
CZE,Czech Republic,28,66.3346597570544,62.9015840981602,59.3021727301121,75.9193102900671,67.2155719098782,80.3377595999247,64.3294684172783,44.0375242772777,56.5352587964225,64.9384229882821,56.4328364056317,73.2508357793585,82.0688498839026,72.4382452069401,42.0577916412346,82.6918867418529,76.897037346547,Czech Republic,79.72502056,64.40147613,80.43102083,99.8,88.76197561,68.90706446,NA,49.04861527,85.13981892,NA,81.91070342,72.11026701,55.17445088,25.85293417,27.00114936,40.04881996,80.44718954,34.19186228,52.57731959,46.58669928,NA,68.87322329,85.69090217,81.55948763,38.84842923,74.12102483,80.64927813,28.76141595,71.51246652,44.44,49.3296334,60.44924571,87.2679746,60.78006501,75.64841773,69.30688578,79.19768676,90.3509788,59.07972593,100,81.71585793,71.60634657,76.14281663,86.28326688,58.0922427,70.06655325,66.9577501,39.22917545,5.43461422,51.01871962,47.64869881,85.33107601,70.58545985,98.19587629,76.65513482,78.68852459,65.47940478,79.64305059,73.04913295,87.62507383
LTU,Lithuania,29,64.701664001965,56.1040299336253,63.9693253744562,78.87306212533,59.8602385744486,81.5289038097596,55.7122817070059,31.0709042841103,68.0436349505612,61.4406090781438,62.4237320946636,73.4242871051607,85.2181386138924,77.9767606569371,33.2732190081515,66.8156057104508,79.4918910047436,Lithuania,84.22822438,53.93680187,78.31805761,98,94.58251927,80.10781974,NA,32.39499907,79.99068437,NA,84.75467018,65.18181982,61.75831066,18.57851456,5.951907824,3.883968559,79.45166025,39.2746089,65.97938144,52.72814165,99.79559068,71.03242678,81.80265947,90.89806506,57.58445954,41.32903763,88.91168076,8.117752007,84.84442613,NA,50.80158575,51.62518441,82.65813821,97.50812568,60.64969743,52.8811871,75.93319926,97.30105409,60.86044171,100,91.995998,72.84040236,82.70831354,87.55896183,67.59115312,79.18497243,35.49505586,22.94954809,3.375946461,48.06372261,56.48182202,66.26087865,68.90979293,66.2371134,65.85463785,73.7704918,58.61611541,94.81802447,83.74277457,86.51204877
ARE,United Arab Emirates,30,64.4218020804893,54.4997987379912,70.6187345836962,71.5463871133278,61.0222878869419,87.7886179931787,35.5958659662252,40.1149122545698,94.9999185922877,55.5163207881898,61.339964370611,67.4140173373861,70.0921885800659,77.1329554225315,40.5934407532419,79.170200185531,63.3032227220528,United Arab Emirates,71.2468443,73.52367734,98.39562523,99.73,91.38725734,80.23692174,100,5.420850984,45.09605214,NA,79.4191768,77.99766185,79.56621716,18.62672426,23.4886889,0.895269112,98.75985019,100,100,NA,91.31217262,84.92757015,NA,89.65162765,37.29295262,47.60514608,82.41147369,20.62040391,89.69709458,26.17,84.66432336,44.82843954,60.29326811,86.56554713,59.16477143,63.63248267,71.93211943,83.40090351,75.03573138,50,NA,93.82972104,86.00584327,85.86822076,67.60073468,52.36025736,32.36162835,20.43875502,2.496239512,63.85339202,83.81718886,78.97381238,91.18530282,78.60824742,67.91343812,78.68852459,41.2503087,73.61494103,75.14450867,47.81783062
PRT,Portugal,31,64.4000452130388,62.0748934179754,58.9349102916632,72.6247285740774,63.9656485684393,83.5525146846394,57.4903396944767,45.1818258748101,62.432575227946,55.0565396774921,59.3156159695516,56.6855365551598,85.9547205858957,75.2339285811768,31.6048680526027,78.5589712294354,81.7331064232798,Portugal,70.08454704,67.1985459,79.36886076,99.2,99.20713895,69.80851014,100,30.57271273,79.87057137,NA,78.7639728,70.90840501,52.87897326,26.1396639,55.7728755,20.2092117,74.233076,28.39978231,69.07216495,46.48146922,95.05971971,61.34923919,57.00932391,81.78171256,46.70475796,47.37545751,80.46464537,17.00334075,83.03111477,41.89,54.71226235,57.62908676,78.69088748,81.2567714,34.55936386,32.23512348,71.01619491,96.14270821,62.6146998,100,100,81.47879291,82.32217684,77.58273258,58.96541828,75.8205223,32.5542571,12.67924644,5.538248839,46.57345796,60.67912993,66.87767617,86.24821831,75.25773196,85.85225848,88.52459016,62.85814043,79.97528752,87.06647399,90.24104002
ITA,Italy,32,63.6852856490598,58.548777399604496,57.6276017985921,73.2532492891289,65.3115141089138,75.9189848598196,49.0419443473912,50.6854029916028,60.5742565261668,57.4866724724443,54.8218763971651,65.948508680552,77.0572687721952,76.7539704146394,43.1844144970134,72.5894706976565,80.1606571320716,Italy,86.44547593,65.86456996,71.62369204,99,73.1191489,65.38000718,70,12.39062478,77.03215493,NA,80.99445054,65.17973296,41.08247403,35.51084443,52.54850956,59.10545398,73.95080006,36.80483848,57.73195876,45.00641448,98.94596898,51.00555838,72.6570104,75.38560767,36.90883254,75.96905341,62.77820008,21.22133073,82.42324335,55.93,35.86977834,45.06448389,76.81792478,89.81581798,26.7071243,70.45316765,66.20303456,100,51.94974251,100,67.13356678,81.47879291,92.78655726,74.9946652,54.74445302,79.76538369,54.79645563,15.34949059,16.5208978,64.72821813,64.52701034,73.75708841,56.8869683,69.84536082,89.86846526,88.52459016,60.64345698,74.33229514,89.23410405,88.06883933
POL,Poland,33,61.8014245797985,52.9860957955366,55.1434779756599,74.9973222956385,64.0788022523591,80.5010986278078,49.7811858510814,28.6760029077206,59.6231133306544,58.3796553938349,47.4276652024904,74.5775338135593,71.391918207549,79.0225148658073,34.3670227381074,79.0217046833316,78.8476793356381,Poland,91.60809096,57.00950894,84.14520879,100,67.88840044,62.85648126,100,29.65553418,73.12704405,NA,75.36621385,48.92168413,37.21417796,19.58096838,25.12748775,12.53569631,77.20318,68.16455854,49.48453608,49.34762591,NA,53.91566612,70.49165603,81.63145157,49.976563,56.35741995,74.77634869,17.04449312,85.45229755,33.95,38.08259826,32.225765,79.26117207,87.43228602,70.33561457,61.2810626,70.83771733,89.77180586,45.62470517,100,50.72536268,96.29783262,92.30013354,67.12799172,65.59585474,73.79076171,45.16501862,19.13754056,2.649386476,49.63867553,55.24449251,69.76003915,86.33902589,85.82474227,74.16301142,77.04918033,71.55550165,88.2528618,80.56358382,76.81726908
MYS,Malaysia,34,61.4260232497078,50.6998050999658,60.2098988731488,71.4327788470134,63.3616101787033,74.7519431685911,32.5275161301056,44.8199560012006,70.110357323569,48.8962188440355,61.6231204518418,63.2672171436781,80.5146410294687,70.5164783678933,57.5264752033712,67.5263940371346,65.0319612956041,Malaysia,68.40582974,43.54193337,86.94898531,93,64.03560831,70.14797545,97.18327,3.372672188,49.9194051,NA,70.92025538,71.90492158,78.88750967,27.66224402,30.32228231,15.32282242,80.97665442,45.81697867,81.44329897,32.62773415,93.40747436,86.39000337,25.54110959,90.6395928,29.55528911,44.57097771,82.30245599,20.76788786,84.84442613,28.06,76.69375215,56.89430353,70.3263109,95.88299025,43.39881757,43.46074985,66.44483751,88.03428704,67.57943957,100,NA,85.18096028,76.97682085,76.62093262,56.7046944,57.09898368,56.32464364,100,2.180667185,38.93686539,90.19019981,53.75516581,91.92568281,56.70103093,67.7236966,73.7704918,43.22568312,75.76911363,77.38439306,55.01012485
SVK,Slovakia,35,60.7758260985738,54.1389153025062,52.1278291831687,73.685533509667,63.1510263989533,78.7640823011313,44.9720308901588,38.6806327162286,52.2441490603741,58.6969697868366,45.4423687022954,67.4081068845037,78.7703229286926,74.8781707158049,34.7522767060536,76.9663989982214,77.7344034925848,Slovakia,74.43258121,55.08325819,81.27405508,94,74.89413116,71.96455047,99.7,16.05811501,66.13477523,NA,76.99734677,59.50847865,49.40992388,9.117016954,26.60592764,48.76181646,80.41849444,33.33275463,50.51546392,33.73910147,NA,63.21493084,73.93541376,80.22366138,32.40325454,67.86113485,85.55680472,12.20154948,70.9045951,44.9,30.15085982,35.81401989,79.06055792,78.1148429,58.93950091,53.51752581,69.27102803,89.38955172,48.14751313,100,87.04352176,69.13823499,80.38020537,82.95200026,66.49920625,75.42120672,65.64787466,20.14107847,3.161865238,46.82269174,37.98787342,69.78627688,67.35658956,97.42268041,73.30004914,80.32786885,60.48385698,82.79655318,79.55202312,85.51171532
CYP,Cyprus,36,60.6701423288659,52.8860823378294,57.3299749535858,71.1551957425716,61.3093162814768,75.0437315620929,54.9795702238359,28.6349452275593,72.7137620329071,51.9716872233353,47.3044756045151,56.3157758764398,79.7912655228831,77.358545828392,31.8481434540773,75.406098022004,76.673707368349,Cyprus,57.37173042,56.98152595,86.13298463,97.53,72.65537769,79.59077068,NA,14.03533446,72.38516162,NA,89.13238809,44.06537547,31.37177637,23.6455586,15.45707047,NA,84.30875657,43.58063534,83.50515464,55.32306285,98.3313504,71.2336124,71.97949067,76.27100474,46.00411504,53.04052425,59.37892914,5.156059495,86.66804039,NA,30.46072931,24.78465712,71.93067659,69.77248104,42.11328236,41.44666352,73.81976904,86.49368701,48.14762393,100,90.49524762,95.06377683,82.14044068,72.24171714,67.33469605,70.01209844,32.27173494,37.22015344,2.880167913,51.43123009,35.43743089,67.69074577,62.08064221,81.44329897,90.40970514,81.96721311,47.15949127,79.66640558,86.70520231,87.87022457
LVA,Latvia,37,60.4680192900831,52.7977281794601,55.5098318495611,74.7839887564983,58.7805283748129,78.2921587146406,52.7618870621677,27.339138761572,70.0968541520045,57.6029959402188,38.82964545646,68.1884551908019,84.4220723783085,71.7414387003846,32.907891613469,64.0371023904835,79.3965911204861,Latvia,67.23984828,50.08687985,81.52648447,95,80.11376383,74.07813457,100,30.61358208,80.42952837,NA,78.03395534,61.34574862,44.85670373,19.98498584,9.061294533,1.446961083,83.42579017,51.31360031,52.57731959,64.24686378,99.89050099,69.12705008,63.44531202,88.52944657,42.37187363,62.92765249,84.80637647,3.537314463,56.97506697,27.89,37.49487021,32.95864465,78.97141093,80.17334778,69.36245636,44.2466057,77.6205754,92.08849763,55.57787716,100,96.82341171,56.78730685,87.48165893,81.19344904,61.93318401,71.31159467,27.30191345,31.45326122,4.338292931,42.19589029,59.25010018,64.4062022,54.9263357,70.6185567,66.19731496,70.49180328,64.22465172,95.62268762,83.38150289,83.2623101
QAT,Qatar,38,60.2607393346063,53.3803715504289,53.2403652173911,69.2619789060191,65.1602416645863,92.2812049337357,27.0544558528799,40.8054538646711,73.1701184597087,38.3205339759009,48.2304432165637,70.4053846093204,66.845713633174,70.5348384755628,56.5179477930656,80.0901731419382,58.8726040587551,Qatar,84.42740416,100,93.97307571,99.5,95.47975783,72.58819684,100,1.887931591,32.84268241,NA,69.24723067,62.68498703,71.17669077,NA,29.2630081,0.097129548,100,49.56922078,100,12.55428227,91.61711914,85.28008858,NA,67.982556,21.46335687,28.83468122,71.04565968,2.276416114,64.84648671,19.26,70.3324422,38.48284395,48.50307691,92.30769231,NA,NA,62.76005767,67.9601529,65.83952318,100,37.66883442,64.20201182,NA,81.90647576,65.49602784,NA,69.23076923,0.002279627,NA,82.00895784,74.82978447,72.36353605,93.37868404,NA,74.52829934,65.57377049,33.46995763,100,68.8583815,26.46091067
HUN,Hungary,39,60.0485909971042,56.4264197145692,51.8126156996832,70.1635351657411,61.7917934084231,84.1760834189426,52.0410380949257,33.0621376298395,57.0916441764088,54.6677427284936,43.6784601941472,62.2367594864353,82.7052715366059,65.5485744741822,37.5523380567988,72.2302587724621,75.5927833960084,Hungary,81.93217716,62.4573447,83.26324181,99.2,93.2919723,69.08784797,100,23.88248381,82.02412137,NA,76.42618114,47.8217074,28.33718521,37.47179488,26.73400795,24.9459927,75.69030019,25.94662426,61.8556701,35.1133893,98.87417142,45.06970979,61.49091328,76.38561988,40.43055,62.51298573,61.99295856,25.19342891,73.94395219,23.3,46.68228091,30.78760767,81.19203802,87.10725894,43.78645945,36.86128154,64.67834339,99.61774586,54.00765712,100,95.22261131,66.67012341,79.3592479,65.42128826,60.86541212,55.42680069,76.35803262,33.23419824,6.416845311,42.95461053,28.79800359,65.00591098,71.9286925,83.50515464,68.48127697,75.40983607,58.57535134,79.92419274,80.20231214,83.85222469
CHN,China,40,58.4423613213637,49.8037810812631,58.4682527638387,66.3259085591968,59.171502881156,77.743292798998,23.78821661076,47.8798338340313,60.0949442920388,64.2056789312393,51.1041350682381,64.2728401616356,64.1523184617679,70.552567054187,35.1179877420269,69.9649269876436,72.4315939137975,China,79.81826196,46.72593354,59.45775907,99.4,98.46728623,64.08390879,96.2499,3.385601841,NA,NA,62.7598795,NA,59.71479037,58.38137678,33.76948732,39.65368087,53.24067749,37.16368861,72.16494845,36.66301391,95.96530128,65.37203601,65.71030923,84.37358202,NA,NA,NA,42.53314555,90.304966,19.64,NA,43.3674392,52.66616115,88.84073673,57.5270053,58.05745747,48.43981187,44.01714352,NA,100,NA,96.29783262,58.2477321,63.41283563,NA,64.25186786,52.89585206,59.57303228,9.895287981,18.10777865,NA,48.17537881,93.89205527,63.1443299,74.64794397,83.60655738,100,72.12731579,65.89595376,40.52814265
SAU,Saudi Arabia,41,57.9688472946169,49.7757880572874,63.0054486572437,64.9222959322115,54.171856531725,84.797207609072,26.9090081516204,37.6211484111699,72.965422609973,59.0941276242393,56.9567957375187,52.2697737825793,67.8611080159446,74.6360059981106,44.4348494018618,76.0834468541381,41.9972733391751,Saudi Arabia,83.48965997,56.90959592,94.51597308,93.1,87.60837383,77.95685046,100,0.458616393,44.48968018,NA,60.7460888,72.30663605,61.52451388,23.87114047,29.92938775,0.474063899,93.46044962,43.53580273,72.16494845,49.50409376,94.01808845,85.10915264,NA,73.09767442,27.85302288,49.69952002,85.72629317,NA,67.8755409,18.66,84.33484631,NA,41.56287494,94.58288191,40.98233068,31.9510076,50.40279058,93.82601645,77.21562503,50,NA,70.37229078,79.31768614,91.10148407,60.82450601,71.56406299,48.32412996,1.160847207,5.115015752,77.24160571,90.33264838,76.03415573,87.73188363,NA,64.4843012,75.40983607,18.07717439,44.60629265,71.89306358,0
BHR,Bahrain,42,57.5907757088236,51.1629106453123,52.3918486672288,67.0034605772548,59.8048829454985,78.0740618590347,29.6913709930444,45.7232990838579,73.3492532851244,40.4513720454907,43.3749206710712,45.5488962422243,78.5679763814325,76.8935091081077,39.9761245754979,77.4389893341255,61.9995349268721,Bahrain,57.10093142,23.16425475,97.53832005,100,94.83340583,73.88152096,100,1.445623512,42.28703951,NA,72.17869906,65.70682445,NA,NA,25.73977372,NA,98.95927595,49.59750275,84.53608247,36.57276411,96.76787342,73.66202101,NA,81.00420833,17.8614602,26.16082583,76.709443340000007,0.520922529,78.17844632,18.91,71.19541758,5.215818779,47.58699912,62.5135428,40.00058014,32.09446292,61.23807408,88.41654118,64.61729027,100,NA,76.54256974,77.50340921,88.79680311,66.36212787,75.26263562,28.13663799,0.850228758,NA,64.05883771,66.85879384,69.46961497,90.2408034,NA,72.60654963,80.32786885,NA,63.97998448,41.69075145,NA
HRV,Croatia,43,55.9376569207262,45.3355022470623,49.959638685546,72.0416477571022,56.4138389931945,74.7367205071735,44.7970053320961,16.4727809019172,56.5316022075337,53.4333258978273,39.9139879512771,63.0110050044198,77.2189824598536,75.8949558070332,25.545885381808,69.8294899400648,73.8661416577106,Croatia,70.84090588,46.849014,81.47021923,98.5,76.30529473,74.4548892,NA,21.72848683,68.234892489999993,NA,74.70154571,49.87029082,25.34345537,0.59568144,4.547385623,2.00709125,72.19971721,30.6791899,50.51546392,49.375701,98.9068254,37.51271581,75.92675307,76.74848231,43.54224334,61.0143117,52.6823518,10.68581317,74.54152071,26.75,18.2949503,40.0694808,80.0496267,90.14084507,43.89123938,37.96230887,61.26625072,96.14270821,33.2382295,100,95.44772386,88.89349787,86.56991309,65.84430358,57.70399738,80.46306712,39.18068576,16.85431936,2.342841565,44.44622573,24.90535449,57.64343959,61.95200332,84.02061856,75.70189829,70.49180328,52.23708465,81.52184087,82.80346821,82.27651129
OMN,Oman,44,55.3320618277852,40.3351108519194,50.0800252710772,72.5393596766231,58.3737515115209,71.4186681553749,21.5426651944486,28.0439992059346,60.4426380661147,36.7609172434361,53.0365205036808,67.3676689734582,71.6312789946155,78.6191310617958,31.9577050585155,79.3649122894097,63.7986371866374,Oman,72.29243252,51.70025451,88.52691108,96.05,21.03706863,70.32401035,100,0.132367663,26.22385255,NA,58.67874775,57.46744301,50.00852547,NA,4.562589774,0.137438576,79.92907332,33.00341699,55.67010309,27.40660556,94.43386023,72.21276922,NA,70.31591781,17.2693676,31.55237031,62.92881804,1.738112461,84.84442613,NA,62.27731832,11.98781707,41.56090674,93.1744312,NA,NA,58.24147492,91.89157883,61.39206223,75,NA,82.7128487,NA,74.51286509,78.6316794,NA,27.84127392,2.387623294,NA,32.53491333,65.06700969,81.76925994,92.01303814,NA,64.31243878,67.21311475,NA,66.02541346,69.65317919,52.30284134
GRC,Greece,45,55.1990281933437,51.3731796854978,52.9493809389881,61.8017343599778,54.6718177889113,78.9101080570143,46.7899876429083,28.4194433565708,68.2439851185596,46.0180857754751,44.5860719229295,44.5489636650426,72.9454876009829,67.910751813908007,25.2893094043834,66.0826432543919,72.6435007079585,Greece,69.95263185,65.09103657,70.88060972,98.8,95.63680126,73.09956894,NA,18.23295754,73.44476331,NA,77.90433312,38.4964355,23.53318896,20.42108146,52.9027904,6.743720463,72.471206660000007,31.71002569,58.7628866,100,97.37531997,49.14447179,57.81087359,67.55477034,46.56536949,33.96103185,56.17200949,14.04445989,69.69915516,38.94,17.92004711,51.78508542,70.23882053,56.22968581,23.32867751,28.39867081,57.91088478,93.04992471,33.57653347,100,80.19009505,77.77662553,78.80166247,61.33928526,57.8802471,63.7559387,26.53139848,23.53825525,3.171871954,48.80791947,24.39710187,64.06028415,40.59985496,73.71134021,85.9590937,77.04918033,47.41760893,72.79676263,84.68208092,81.27187073
BGR,Bulgaria,46,55.0290426872081,50.131432680385,51.2696902570458,65.5257825374523,53.1892652739495,74.3317150169143,49.9287736600165,26.1338093642241,62.4240081507704,46.9585115380846,44.4265510822825,51.4974227301165,78.6935103246048,66.3864145576354,31.0966774452028,62.1424127599339,66.3287056167118,Bulgaria,64.87005883,33.06409415,72.05646728,99.71,97.70944316,78.58022667,NA,30.15585708,72.96716741,NA,81.97135706,48.94113868,46.60544248,11.00856482,21.77329181,2.340609038,64.04775417,39.96844236,55.67010309,51.70677372,97.91161277,65.23936279,42.02673488,73.83505716,40.23688638,39.39728669,72.75329315,13.50181096,76.36513497,37.14,45.89716226,18.30390711,84.60228937,77.24810401,16.22826567,27.91103187,64.11256862,93.24684351,48.03910498,100,88.06903452,88.89349787,50.14226438,78.09674552,59.34966036,55.44990465,37.84512649,19.45605282,2.125783791,28.88870197,67.16772215,47.47391565,75.98605748,58.24742268,66.86225523,62.29508197,41.6608786,82.88085145,67.6300578,77.17665827
URY,Uruguay,47,54.8693198497427,46.9633750243257,54.626020644235,61.3979148584552,56.4899688719549,75.7595957839346,40.9153553145678,24.2151739744748,65.4365770521414,43.3129038410171,55.1285810395464,47.9354210883168,71.1706711096903,65.0876523773585,18.4647015713109,75.4458303921558,75.559374652398,Uruguay,72.91232487,62.73473094,63.92299294,86.2,71.71374784,72.8333739,100,13.72798421,68.65871842,NA,71.53217398,51.47214126,26.97104794,1.847197634,16.57030907,NA,67.65387451,48.72077674,78.35051546,45.88488076,98.36409452,53.64532032,69.19318781,55.37685454,29.10628556,32.22916256,71.02327592,2.948656669,83.63898619,60.85,43.69487587,32.33046209,59.85080482,72.91440953,27.87859805,31.09787196,62.4099381,64.8673694,51.41246626,100,77.16358179,85.18096028,54.88880189,61.7036118,69.2965421,54.36834582,19.30139977,13.63812476,0.827239593,29.47064087,29.08610286,76.802605260000007,89.70074668,60.05154639,75.22842324,85.24590164,34.75910115,90.78984335,88.15028902,78.85173811
RUS,Russian Federation,48,54.2321433591996,46.6219105964043,59.6812055221473,56.9752052891023,53.6502520291447,69.6824718733845,40.4849995210674,29.6982603947609,65.8779552773067,57.8048440129223,55.360817276213,61.931433918402,32.6009705963027,76.3932113526021,32.7663632580138,59.6118559048982,68.572536924522,Russian Federation,66.09133898,58.96804716,76.51549006,70,76.73530614,69.78464891,NA,13.87104491,64.10387813,NA,73.15154953,58.81312727,48.89876639,19.44657708,19.91223137,1.42059987,80.62921913,33.86111634,47.42268041,59.71881891,99.68544786,73.95044902,56.88701682,84.78318209,59.69502297,55.73191312,72.72909953,17.00282954,81.20750052,48.53,52.55667041,39.14909818,72.94767782,89.70747562,50.59576785,34.47481439,39.50962494,35.90872234,53.08175332,25,9.504752376,86.41501607,83.17523933,76.5760459,63.09599681,72.70375865,38.53858996,20.77422213,2.188343337,35.56485048,66.76581039,55.43688325,60.25044035,65.72164948,57.03845054,75.40983607,61.09284186,90.42765754,49.13294798,66.79940118
ROU,Romania,49,54.1620968917203,49.6198252842272,49.7501403354384,58.6911920187294,58.5872299284864,85.4338105897704,38.5226049266075,24.9030603363037,59.2855939265107,49.1938440314202,40.7709830483844,45.7345866470991,69.3094726141659,61.0295167949231,31.57226064048,71.3235212946886,72.8659078502907,Romania,100,78.47043058,80.83352256,92.56,92.91756837,67.82134203,NA,13.24207218,54.9377085,NA,75.43565042,52.70243908,31.15980334,9.704556079,24.69354026,6.254962926,70.12996829,34.1414935,56.70103093,35.76260015,98.54518508,60.4332856,67.68394042,76.23942764,37.4614523,26.91345037,79.56804397,7.296749474,71.51246652,NA,32.57176707,18.22871556,78.68987075,60.67172264,23.58586005,19.99089314,61.22334285,93.82601645,47.35093024,100,44.14707354,80.24473712,41.95860789,71.83557635,61.37930247,49.72936015,54.28277899,20.9845103,0.993684276,43.28623646,38.31409317,67.55529198,80.33631475,69.58762887,67.81484959,75.40983607,39.36125272,80.7358147,88.51156069,80.31107508
CHL,Chile,50,54.061323423615,45.9207945842926,56.1500761939588,64.6047878831778,49.5696350330307,76.3884901503071,35.6309646562428,25.7429289463279,68.4650672236156,53.2325916892852,46.7525696689757,48.2746693713632,76.5088510169144,69.0308432612559,23.0714347838924,59.6038212770725,66.0336490381271,Chile,63.28820358,65.31886959,87.50492892,88,80.45795936,73.76097945,NA,7.285255923,59.40696156,NA,66.59381538,61.55463878,38.41912505,3.004003325,25.03826249,0.69861509,82.13734717,35.60630864,79.3814433,64.5466089,95.40053925,53.71815608,80.33839927,74.9074048,31.42556162,50.23034607,78.93914278,3.554695587,84.84442613,47.41,38.19467613,16.56117641,74.26374415,50.05417118,39.40523501,29.37552715,81.00395517,78.76751998,49.56117413,100,73.2116058,85.18096028,75.10772518,66.30464448,59.87387654,58.68700982,22.57608835,13.15331249,2.544794984,34.60588545,42.47709265,63.86552129,48.34347896,47.93814433,78.26814053,68.85245902,34.66331904,72.51815401,82.73121387,71.40309925
THA,Thailand,51,53.4524980239447,45.7934309355806,49.3314434620015,62.4681690485098,56.216948649687,78.6442484122035,28.1236262740019,30.6124181205365,58.872164413926,42.3837117096902,46.7384542623882,46.8138957218186,70.95587023728,69.6347411864308,34.290605548169,72.8479074701291,61.5123329307628,Thailand,60.55091827,52.9876081,67.62136045,98,97.86070301,74.68735905,98.80179,2.744670467,43.41370087,NA,63.08030801,60.57902489,54.43608312,2.13550362,20.72248159,15.18899739,55.83623003,40.9257431,75.25773196,35.69258917,92.00828453,53.5124077,41.79454297,88.19649836,12.97398246,18.6832358,72.1322702,20.52174046,78.78631774,27.55,64.57600119,16.04149812,57.8280926,85.37378115,22.51561592,21.53809322,53.872253,81.46646589,48.48476206,100,NA,76.54256974,79.33380123,64.00409213,60.9907491,67.30249373,51.94555028,44.22824631,0.482033978,21.32689241,53.47030476,65.43626971,88.94763131,68.55670103,68.45102783,85.24590164,35.0947781,83.84517526,72.25433526,31.1214744
